actor,text,label
Lyntogforum,"s. 24. Jf. denne, og andre rapporter, arbeides det også aktivt med å minimere klimautslipp under bygging ytterligere [3]https://arsrapport.banenor.no/2019/baerekraft/slik-skal-vi-bygge-jernbane-med-40-prosent-lavere-co2-utslipp [4]",Frivillig organisasjon
Miljømerking Norge,"I praksis må ombruksprodukter dokumenteres på lik linje som nye produkter, og dette er et hinder i å få fart på ombrukssektoren i hele EU. Det rives over 20 000 bygg i Norge hvert år, mange av dem er ikke en gang 40 år gamle, ifølge Grønn Byggallianse. Dette er en svært lite bærekraftig praksis, og samfunnet må ta i bruk både regulatoriske og økonomiske virkemidler for å endre dette. For eksempel bør man vurdere å endre grunnlaget for dokumentavgiften, slik at det lønner seg mer å rehabilitere enn å rive og bygge nytt. Økonomiske støtteordninger til energieffektivisering av bygg gjennom Enova må også opprettholdes. Ved å etterspørre miljømerkede, for eksempel svanemerkede, byggeprosjekter, sikrer offentlige byggherrer lavere belastning på klima, mer bærekraftig ressursbruk og mindre bruk av miljø- og helseskadelige kjemikalier.",Frivillig organisasjon
Miljømerking Norge,"Oppfølgingen av dokumentasjon og bygging gjennomføres også av en tredjepart. Klimautvalget maner til at arbeidet for en mer sirkulær økonomi må videreføres med full styrke, og at vi må få til økte sirkularitet i byggebransjen, matsystemet, tekstilindustrien og i avfallssektoren. Dette støtter vi, og vi oppfordrer til å se på virkemiddelbruken i avfallssektoren. Det finnes ikke gode nok forretningsmodeller som bygger opp en mer sirkulær økonomi. For eksempel er det mot sin hensikt når vi importerer restavfall for Irland på den ene siden og samtidig eksporterer restavfall til forbrenning i Sverige på den andre. Økonomiske hensyn gjør også at trevirke i altfor stor grad blir brukt som brensel i stedet for å bli gjenbrukt – til tross for at målsetningene om ombruk er ambisiøse. Det er svært viktig at økonomiske virkemidler, som avgifter, bidrar til at vi når de målene vi har satt oss når det gjelder sirkulær økonomi.",Frivillig organisasjon
Miljømerking Norge,Vi bidrar gjerne i en diskusjon om dette. Klimautvalget sier at offentlige anskaffelser må brukes for å få fortgang i overgangen til lavutslippssamfunnet. Det er vi enige i. Å etterspørre miljømerkede varer og tjenester er en trygg og effektiv måte å sikre gode og miljøvennlige anskaffelser. Innkjøpere slipper å utvikle egne krav og bruke mye tid på evaluering og oppfølging.,Frivillig organisasjon
Miljømerking Norge,"Svanemerket har mange underliggende krav i sine kriteriesett for 65 ulike bransjer. Andre typer krav og kriterier som er vanlig å stille i offentlige anskaffelser, vil bare kunne dokumentere at noen få av disse kravene er oppfylt, og vil derfor ikke ha en like høy klima- og miljøeffekt. Miljømerking støtter Anskaffelsesutvalget sitt synspunkt på nytt regelverk slik de har formulert det i sin første delutredning til Nærings- og fiskeridepartementet 10. november 2023, s. 136: «Utvalget mener at det i flere situasjoner vil være andre tiltak som er mer effektive enn å pålegge bruk av klima og miljø som tildelingskriterium og vekte dette med gitt prosentsats.»",Frivillig organisasjon
Norges Bilbransjeforbund,"Vi må også akseptere bruk av utslippsreduserende teknologier i en overgangsfase, til nullutslippsalternativene dekker nødvendige behov. Færre kjøretøy og lavere utslipp med økte vekterUnødig transport kan begrenses kraftig gjennom mer effektive transportformer, som utvidelser i vogntogvekt/lengde og å unngå tomkjøring. Transportøkonomisk Institutts rapport 1950/2023: Samfunnsøkonomisk analyse av økt totalvekt for lastebiler slår fast at økte vekter både reduserer CO2-utslippet fra transport, i tillegg til å være både være bedrifts- og samfunnsøkonomisk lønnsomt. Særlig i en overgangsfase vil det etter NBFs skjønn være et svært viktig tiltak å utnytte kapasiteten bedre på tungtransport med fossil drivlinje.",Interessegruppe
Norges Bilbransjeforbund,For bransjens del mener NBF det må legges bedre til rette for bruk av brukte deler ved reparasjon av biler. Pt. er det svært uklart om Miljødirektoratet på eget initiativ har tenkt å følge opp EU-kommisjonens tydelige oppfordring (Artikkel 33 i endret kjøretøyregelverk fra EU) til å ta i bruk økonomiske incentiver for å øke gjenbruk av brukte bildeler. I EU er potensialet ved bl.a. ombruk av brukte bildeler anslått til å redusere klimagassutslipp med 12.3 millioner tonn CO2 innen 2035. Norge er verdensledende på overgangen til nye nullutslippsbiler. For å ytterligere redusere bilbrukens ulemper for klima og miljø bør det legges til rette for økt gjenbruk av brukte bildeler.,Interessegruppe
Norges Skogeierforbund,"Aktiv skogskjøtsel kan bidra til økt opptak i skog Utvalget omtaler viktigheten av å bevare naturlige karbonlagre, med begrunnelse i positiv effekt for klima og ivaretakelse av biologisk mangfold. I den forbindelse trekker utvalget frem tiltak som økt vern og restaurering av natur. Skogeierforbundet er enige i at dette er tiltak som er viktige for å ivareta naturmangfoldet og at restaurering kan ha positive effekter med tanke på klimatilpasning. Vi mener likevel at det ikke er faglig grunnlag for å fremme vern som et klimatiltak og viser til utredningen om skogvern som klimatiltak, som ble utarbeidet av Miljødirektoratet, Landbruksdirektoratet og NIBIO i 2016[2]. Her konkluderte man med at skogbruk var et mer effektivt klimatiltak enn skogvern, så lenge skogen drives bærekraftig og tømmeret benyttes til å erstatte fossile ressurser.",Interessegruppe
Norges Skogeierforbund,"I stortingsmeldingen «Klimaplan 2021-2030» summeres det totale potensialet knyttet til skogtiltak å være 6,5-8 mill. tonn økt CO2-opptak årlig i 2100. I tillegg er det et betydelig opptakspotensial i å plante skog på gjengroingsarealer. Dette er tiltak som er grundig utredet og som Miljødirektoratet mfl. har konkludert med at kan gjennomføres med akseptable konsekvenser for naturmangfold og friluftsliv. Samtidig vil de bidra til økt produksjon av fornybar biomasse og økt verdiskaping i skog- og trenæringa. Skogeierforbundet mener det er viktig at Norge legger opp til en klimaoptimal forvaltning av skogen, samtidig som vi selvfølgelig også skal ta hensyn til ivaretakelse av naturmangfold. Vi vil peke på at store deler av den norske skogen er vanskelig tilgjengelig for skogsdrift. Derfor mener vi det er fullt mulig å innrette fremtidig vern på en slik måte at det får minst mulige konsekvenser for avvirkningen og skognæringens bidrag til det grønne skiftet.",Interessegruppe
Norges Skogeierforbund,"Når man skal vurdere om lover og regler fungerer, mener vi det er høyst relevant å se på hvordan skogen i Norge har utviklet seg under gjeldende lovverk. Staten har gjennom Landsskogtakseringen systematisk overvåket tilstanden i den norske skogen siden 1919. Den viser en positiv utvikling for det biologiske mangfoldet de siste 20 årene. Det har blitt langt flere gamle, grove og døde trær i den norske skogen, noe som utgjør viktige livsmiljøer for de sjeldne og truete artene i skogen. Samtidig har omlegging til dagens driftsmetode bidratt til å tredoble volumet med skog i Norge de siste hundre årene.",Interessegruppe
Norges Skogeierforbund,"Norsk PEFC skogstandard er utarbeidet av et bredt samarbeid av organisasjoner innenfor skogbruk, miljø og friluftsliv, noe som sikrer en balansering av ulike hensyn og mål. Sertifiseringsstandarden revideres hvert 5. år for å kunne justeres for ny kunnskap. Sertifiseringen har rutiner for avviksrapportering, internkontroller og tredjepartskontroll. Dette bidrar til systematisk jobbing med å rette opp feil og forbedre rutiner.",Interessegruppe
Norges Skogeierforbund,Uklar effekt av meldeplikt på hogst Utvalget mener at hogst i karbonrik gammel skog som ikke har formelt vern bør begrenses. De anbefaler at det innføres meldeplikt på nasjonalt nivå for hogst i områder med biologisk gammel skog.,Interessegruppe
Norsk elbilforening,"Utvalget tar til orde for å redusere transportbehovet gjennom helhetlig samfunns- og arealplanlegging, for eksempel gjennom plassering av institusjoner som arbeidsplasser og institusjoner. Slik kan man unngå unødvendige reiser. Utvalget mener også at å flytte transport til mer energieffektive transportmidler, som for eksempel kollektivtransport, sykkel og gange. Begge deler er ambisjoner Elbilforeningen støtter. Deretter skriver utvalget på side 112: «Tiltakene for å forbedre teknologi er knyttet til den enkelte enhet, som overgang fra dieselbil til elbil.",Interessegruppe
Norsk elbilforening,"Selv om alle typer tiltak må gjennomføres samtidig, må hovedlinjene i politikken handle om å unngå etterspørsel etter transport. Dette er fordi omfanget av transport legger føringer for de andre tiltakene». Elbilforeningen mener det er viktig å ikke undervurdere hvor viktig del av rammeverket det også må være å «forbedre» i veitrafikken, særlig fordi det gjennom elektrifisering nå skjer på en måte som faser ut all direkte bruk av fossil energi. Vi understreker at det ikke finnes realistiske alternativer til en storstilt satsing på elektrifisering for å redusere utslippene raskt nok. Analyser fra blant ICCT viser at selv om det er viktig å både unngå og flytte transport, vil elektrifisering gi langt større utslippskutt enn de to tiltakene til sammen (ICCT 2023 Vision 2050 Strategies to align global road transport with well below 2°C.",Interessegruppe
Norsk Hydro,"I dag er kun CCS (Carbon Capture and Storage) og CCU (Carbon Capture and Usage) tilleggsopsjoner for utslippsreduksjon. Imidlertid hersker det fortsatt stor usikkerhet rundt når og hvordan negative utslippskreditter, som DACCS (Direct Air Capture and Storage ) og BECCS (bio energi med fangst og lagring), vil bli innlemmet i EU ETS. Slike teknologier som vil kunne gi permanente utslippskutt burde likestilles med vanlige reduksjonstiltak. 4. Det haster med å etablere en levedyktig verdikjede for CCS, DACCS og BECCS prosjekter. Industriens evne til å oppfylle Europas kvotesystem er avgjørende for industriens konkurransekraft.",Bedrift
Norsk Hydro,"1.6 GT til 830 MT utslipp) og et utslippstak på 0 i 2040 hvis dagens krav til totalt utslippskutt skal fortsette fra og med 2031. En så ambisiøs reduksjonspolitikk er krevende å oppfylle -selv om man implementerer CCS i større målestokk. Som kjent, er det teknologisk ikke mulig å fange 100% av en installasjons avgasser og fangstraten varierer fra 75% til 95%. For de såkalte hard-to-abate sektorene, hvor løsninger som elektrifisering, hydrogen og bioenergi ikke er alternative løsninger, blir CCS sammen med negative utslipp eneste mulighetsrom for å kunne levere nullutslipp. I og med at det kun er 16 år igjen til 2040, haster det med å etablere en levedyktig verdikjede for CCS, DACCS og BECCS prosjekter. Dette krever en helhetlig vurdering for å sikre gjennomførbarhet med henhold til etablering av transport og lagringsmuligheter for CO2 for alle norske punktutslipp. 5. CO2 kompensasjonsordningen er kritisk for å begrense konkurranseulemper for norsk kraftintensiv industri.",Bedrift
Norsk Hydro,"Uansett hvilken type fornybar energi som utvikles, vil den ha et fysisk fotavtrykk i miljøet som vil føre til endringer i arealbruk. Det bør etableres rammer/system for å kompensere for tap av natur. I den grad det er mulig, bør disse rammene og kriteriene defineres på nasjonalt nivå. Vi mener at følgende grep må gjøres for å samkjøre utbyggingen av fornybar energi med de nasjonale målene for klima og natur: 9.",Bedrift
Norsk Hydro,"Biomaterialer er en viktig ressurs for å avkarbonisere norsk industri, som innsatsfaktor i en produksjonsprosess eller som energi. Men fordi biomasse er en begrenset ressurs og på grunn av klima/natur-dilemmaene nevnt ovenfor, er det viktig at kun bærekraftig biomasse som faktisk fører til utslippsreduksjoner sammenlignet med bruk av fossilt brenselekvivalent brukes. For å legge til rette for dette er det behov for mer klarhet rundt definisjonen av bærekraftig biomasse, inkludert eksempler. 10. Klimapolitikk må utformes på en måte som legger til rette for en rettferdig omstilling Det grønne skiftet vil føre til endringer som rammer ulikt, og vil kunne oppfattes som urettferdige.",Bedrift
Norsk Hydrogenforum,"Det gjør at næringslivet i mindre grad våger å investere i utstyr for produksjon og bruk av hydrogen og ammoniakk. Enova har virkemidler for å støtte investeringer i energibesparende tiltak og teknologiutvikling som er energieffektiviserende, reduserer utslipp og retter seg mot markedssvikt. Utfordringen er at det ikke gis støtte til storskala produksjon, og heller ikke til utrulling i større skala. Det sistnevnte er også påpekt av Miljødirektoratet i rapporten Klimatiltak i Norge mot 2030.",Interessegruppe
Norsk Hydrogenforum,"Det er i dag for billig å forurense. For oppskalering av produksjon og bruk av hydrogen mener NHF at investeringsstøtte må suppleres med virkemidler for driftsstøtte fram til økt CO2-pris gir jevn konkurranse med bruk av fossil energi. Vi har pekt på differansekontrakter som det beste virkemiddelet. En nasjonal støtteordning basert på prinsippene til EUs hydrogenbank (auctions-as-a-service) er også et godt alternativ. Å fremme teknologinøytralitet samtidig som man bidrar til å akselerere den teknologiske utviklingen er en krevende balansegang. På flere områder ser vi at batterielektrisk teknologi har kommet noe lenger enn hydrogen. Bruk av batterier har noen begrensninger knyttet til vekt og størrelse som gjør at det for lengre og tyngre transport i luftfart, maritim sektor og tungtransport vil bli behov for andre løsninger.",Interessegruppe
Norsk Hydrogenforum,"Tilsvarende blir det viktig at styringsavtalen med Enova for 2024 justeres på noen punkter for å bidra til mer treffsikre virkemidler. Blant annet gjelder dette behovet for flere utrullingsvirkemidler, slik Miljødirektoratet har påpekt. NHF arbeider nå med et innspill til styringsavtalen og vi vil komme tilbake til departementet på dette. Forslag til Nasjonal Transportplan 2025-2036 legges fram av regjeringen før påske. Planen blir avgjørende for i hvilken grad Norge kan nå klimamålene innen transport",Interessegruppe
Norsk Hydrogenforum,"Utbygging av infrastruktur for utslippsfri transport på land, sjø og i luften må akselereres og målsettinger for omstilling av kjøretøy, fartøy og fly må følges opp av treffsikre virkemidler. Her forventer vi at regjeringen lar klimamålene være førende for planene som legges fram. Strukturert tilnærming til etter- og videreutdanning Klimautvalget anbefaler at det gjennom samarbeid og dialog tas en strukturert tilnærming til etter- og videreutdanning for å møte lavutslippssamfunnets kompetansebehov.",Interessegruppe
Norsk Hydrogenforum,"Disse blir det færre av etter innføringen av studieavgiften. Konsekvensen av studieavgiften kan være at flere studieprogrammer må fases ut. Det innebærer en nedbygging av fagområder som har betydning for det grønne skiftet, samtidig som vi vet at vi tvert imot må bygge opp kompetansen i den omstillingen vi skal gjennom.",Interessegruppe
Norsk Hydrogenforum,"EU har utviklet en rekke regler og støttemekanismer som skal bidra til unionens mål om å importere og produsere totalt 20 millioner tonn hydrogen i 2030. For norsk hydrogennæring er det viktig med regulatorisk forutsigbarhet og mulighet for å konkurrere på like vilkår som hydrogennæringen i andre land. Det innebærer at Norge både deltar i EUs programmer, sørger for rask implementering av EUs regelverk og etablerer støtteordninger som gir like konkurransevilkår mellom norsk og europeisk industri. NHF er bekymret for sen implementering av EUs fjerde energimarkedspakke. Ikke minst gjelder dette manglende gjennomføring av revidert fornybardirektiv (RED II), som inneholder den delegerte rettsakten for definisjon av fornybart hydrogen. Det at Norge fremdeles diskuterer eventuell implementering av RED II, mens resten av EUs medlemsland må gjennomføre RED III innen våren 2025, gir også uklarhet om hvilke regler som skal gjelde i Norge. Den manglende implementeringen skaper uforutsigbarhet for våre medlemmer og kan samtidig medføre økte kostnader for norske hydrogenprosjekter. Dette kan igjen føre til tapte markedsmuligheter som gjør det vanskeligere for Norge å nå sine klimamål.",Interessegruppe
Norsk Hydrogenforum,"Miljødirektoratet legger vekt på at EU viser til dette regelverket ved oppfylling av krav for statsstøtte, nulltelling av utslipp i ETS eller oppfylling av kravene i FuelEU Maritime og RefuelEU Aviation. Manglende implementering gjør at Norge ikke har myndighet til å gjøre tilsyn med revisorer som sertifiserer produsenter av fornybare drivstoff eller har tilgang til EUs sporingsdatabase for fornybare drivstoff. Denne databasen er viktig for å kontrollere at samme mengde fornybare drivstoff ikke er brukt flere ganger.",Interessegruppe
Norsk Industri,"Videre må industrien sammen med norske myndigheter arbeide for at det kan produseres betydelige volumer blått hydrogen i Norge. Offshore Norsk Industri har sammen med partnerne i KonKraft et mål om å redusere utslippene knyttet til olje- og gassproduksjon i Norge til nær null i 2050. Som Konkrafts statusrapport for 2023 viser, er målet om å halvere utslippene i 2030 innenfor rekkevidde – men betinger tilgang på kraft, primært fra land og forsterkede virkemidler. Ambisjonen om nær null utslipp i 2050 skal fortrinnsvis nås gjennom fornybar kraft (fra land og havvind), andre null-/lavutslippsteknologier og energieffektivisering. Den forventede naturlige utviklingen knyttet til en gradvis reduksjon av olje- og gassproduksjonen og avviklingen av felt på sokkelen vil også bidra til betydelige reduserte utslipp",Interessegruppe
Norsk Industri,"Norge må fortsatt være en energinasjon med konkurransedyktige kraftpriser og et nasjonalt kraftoverskudd. Norge må gjøre et veivalg som sikrer at klimamålene nås med en høy sysselsetting som energinasjon – også etter energiomstillingen. Det er derfor viktig at Energikommisjonens målsetting om 60 TWh mer kraft innen 2030 legges til grunn. Her kan offshorenæringen spille en viktig rolle gjennom produksjon av fornybar energi fra havvind og utvikling av hydrogen. I tillegg vil petroleumsnæringen bidra til å nå klimamålene ved å kutte utslipp, samtidig som man opprettholder verdiskaping og sysselsetting i olje- og gassektoren. Norsk Industri mener Norges strategi for petroleumssektoren bør være å produsere olje og gass med lavest mulig utslipp til en verden hvor det fortsatt vil være behov for olje og gass innenfor Parisavtalens rammer. Istedenfor en strategi for sluttfasen av norsk petroleumsvirksomhet, så bør det lages en konkret plan for å utvikle nye næringer som havvind, CCS og hydrogen knyttet til norsk sokkel.",Interessegruppe
Norsk Industri,"Rammevilkårene for havvind vil være helt avgjørende for om norsk sokkel skal bli et attraktivt havvindområde for utviklere og leverandører i konkurranse med andre land. Norsk Industri mener det må settes et nasjonalt produksjonsmål for 2035 samt etableres en nettløsning til havs, i tillegg til å sikre jevnlig tildeling av nye områder for havvind. En nettløsning til havs må utformes slik at krafttilgang til fastlandet sikres og at betaling for nettløsningene ikke belastes den eksisterende fastlandsindustrien. En sektoravtale mellom myndighetene og industrien for utvikling av havvind på norsk sokkel ville vært en god løsning for å få konkrete mål, milepæler og forutsigbar satsing frem mot regjeringens mål om 30 GW tildelt innen 2040.",Interessegruppe
Norsk Industri,"Klimautvalget viser til Skatteutvalgets rapport og støtter Skatteutvalgets anbefaling om en bred utredning av virkemidler for en mer sirkulær økonomi. En slik utredning bør vurdere et bredt sett av virkemidler, også utover skatte- og avgiftssystemet. Klimautvalget mener at det bør etableres nasjonale beregninger og indikatorer over hvor sirkulær den norske økonomien er, hvor indikatorene er sammenlignbare med EUs indikatorer slik at man kan følge utviklingen over tid og sammenligne over landegrensene. Utvalget mener at dette kan gi grunnlag for å sette nasjonale mål for hvor sirkulær økonomien skal være i 2050.",Interessegruppe
NTL Norsk Tjenestemannslag,"Staten må skape trygghet for omstilling, trygghet for virksomhetene og trygghet for enkeltmenneskene. De som står i midten av omstillingen skal ikke bære kostnadene selv, det er felleskapets ansvar. Med vennlig hilsen Kjersti Barsok forbundsleder",Interessegruppe
Næringslivets Hovedorganisasjon (NHO),"Utvalget skriver at andre virkemidler skal erstatte frikvoter og kompensasjon, som grensejusteringsmekanismen (CBAM). CBAM har imidlertid ingen tilsvarende virkemidler. NHO er fornøyd med at utvalget anerkjenner utfordringene med karbonlekkasje og behovet for å kompensere for dette gjennom vederlagsfrie kvoter og CO2-kompensasjon. Utvalget mener at virkemidler som skal redusere karbonlekkasje i størst mulig grad må følges av krav om at midler skal bidra til utslippsreduserende tiltak og energieffektivisering. Det er viktig å huske på at CO2-priskompensasjonen ikke handler om utslipp i industrien, men om kostnader norsk industri får som følge av at Norge er en del av det europeiske kraftmarkedet som påvirkes av CO2-prisen. NHO understreker at CO2-priskompensasjon er en delvis refusjon av faktiske utgifter bedriftene har som følge av påslaget i kraftprisen.",Interessegruppe
Næringslivets Hovedorganisasjon (NHO),"Kraftbehov til klimaomstillingen Som utvalget påpeker skyldes over halvparten av norske utslipp forbrenning av fossile brensler. Av utslippene i 2021 på 49,2 millioner tonn CO2-ekvivalenter, var om lag 33 millioner tonn, eller mer enn 65 prosent, CO2 fra forbrenning av fossil energi i blant annet transport, på sokkelen og i industrien. Elektrifisering er hovedgrepet for å fjerne disse utslippene. Over halvparten av utslippene i 2021 blir redusert eller fjernet til 2050 i utvalgets analyse ved bruk av elektrisk kraft. Kraft er derfor en ressurs det vil være høy etterspørsel etter. Klimautvalget mener Norge må øke produksjonen av fornybar energi tilstrekkelig til å erstatte fossil energi til energiformål. Energieffektivisering vil ikke være tilstrekkelig til å få skjøvet ut de store mengdene fossil energi som finnes i det norske energisystemet i dag.",Interessegruppe
Næringslivets Hovedorganisasjon (NHO),"I en omstilling hvor hele bransjer skal endres og mange nye arbeidsplasser skal skapes, bør dette brukes som en ressurs. NHO har tatt initiativ til videreutvikling og utvidelse av trepartssamarbeidet på nye områder og samfunnsutfordringer, som det etablerte trepartssamarbeidet om Kraftløftet: https://www.regjeringen.no/no/aktuelt/slik-skal-trepartssamarbeidet-sikre-okt-krafttilgang-raskere/id2967860/. Klimapartnerskap mellom næringslivet og myndighetene er et annet eksempel som NHO håper kan bidra til økt tempo og samarbeid i omstillingen, og redusert konfliktnivå. Energiomstilling og nye næringer på norsk sokkel Rundt tre fjerdedeler av gjenstående utslipp i utvalgets analyse for 2050 kommer fra matproduksjon i jordbruket, i tillegg er det utslipp fra utvinning av petroleum og fra det som i dag er små, andre kilder. Det betyr at alle andre sektorer må være i null før 2050, og utvalget mener det gjennomføres en analyse for når det kan være realistisk å forvente at ulike utslippskilder kan gå i null, for å gi forutsigbarhet i omstillingen.",Interessegruppe
Næringslivets Hovedorganisasjon (NHO),"Kanskje er det også mulig for jordbrukssektoren å kutte mer enn anslått av Klimautvalget, dersom tiltak og virkemidler innrettes for å greie det. Det som først og fremst skiller Norge fra resten av Europa på klimaområdet, er utslippene fra olje- og gassvirksomheten på sokkelen, som står for en fjerdedel av Norges samlede klimagassutslipp, 12,2 millioner tonn CO2-ekvivalenter i 2022. Dersom det legges til grunn at alle installasjoner og landanlegg som er i drift i 2050 er drevet med fornybar energi, samt at utslipp fra andre utslippskilder er redusert, mener Oljedirektoratet at en vil kunne ha et utslippsnivå i 2050 på under 1 million tonn CO2-ekvivalenter. Klimautvalget mener at petroleumspolitikken må legges om dersom Norge skal bli et lavutslippssamfunn i 2050 og bidra til Parisavtalens temperaturmål.",Interessegruppe
Næringslivets Hovedorganisasjon (NHO),"I stedet for en å lage strategi for sluttfasen av norsk petroleumsvirksomhet, bør Norge lage en plan for energiomstillingen på norsk sokkel, og for utvikling av nye næringer som vi skal leve av i forlengelsen av olje- og gassvirksomheten, som havvind, CCS og hydrogen. Norge er av landene som har best forutsetninger for å lykkes med CO2-lagring og produksjon av blått hydrogen. Vi har både kompetanse i hele verdikjeden og lagringskapasitet for CO2 på norsk sokkel.",Interessegruppe
Næringslivets Hovedorganisasjon (NHO),"NHO støtter utvalgets anbefaling om en bred utredning av virkemidler for en mer sirkulær økonomi. En slik utredning bør vurdere et bredt sett av virkemidler, også utover skatte- og avgiftssystemet, som kan bidra til en mer sirkulær økonomi. NHO ser positivt på trenden fra EU om at lovgivning i stadig større grad inneholder klimarelaterte krav om materialgjenvinnbarhet og bruk av gjenvinnbart materiale i nye produkter. Et eksempel er EUs forslag om ny emballasjeforordning (PPWR). Transport Transport er som utvalget påpeker en av de største kildene til utslipp av klimagasser i Norge, med et direkte utslipp på over 16 millioner tonn CO2-ekvivalenter i 2021. En tredjedel av de norske klimagassutslippene kommer fra transport. Det aller meste av dette er veitransport med over 8 millioner tonn CO2-ekvivalenter, men det er også utslipp fra fiskebåter, motorredskaper, og innenriks luftfart og sjøfart. NHO deler utvalgets syn om at rammeverket unngå – flytte – forbedre (UFF) er et nyttig utgangpunkt også for transportsektoren, uten at det alene vil føre til en utslippsfri transportsektor på nasjonalt nivå i Norge. For omstillingen av transportsystemet vil det være sentralt å redusere behovet for transport så mye som mulig, flytte det som kan flyttes til transportmidler med lavere ressurs- og energiforbruk og utslipp, og forbedre teknologiene.",Interessegruppe
Næringslivets Hovedorganisasjon (NHO),"Reising og mobilitet er i utgangspunktet et gode både for enkeltmennesker og for samfunnet. Energiomstilling fra fossilt til fornybart er tydeligere i transportsektoren en i noen annen sektor. Miljødirektoratet viser i sin tiltaksanalyse for 2030, at dersom vekstantagelsene i gjeldende Nasjonal transportplan (NTP) legges til grunn, vil en utslippsfri transportsektor trenge hele 60 TWh med kraft i 2050, i tillegg til 750 millioner liter biodrivstoff.",Interessegruppe
Offshore Norge,"Utvalget har etter Offshore Norges syn lagt for lite vekt på den samfunnsøkonomiske konsekvensen av stans i leting etter olje og gass i forhold til betydningen og rollen næringen vil ha i energiomstillingen som skal skje. I tillegg mangler det en analyse av hva bortfall av olje- og gassproduksjonen vil ha å si for verdiskaping og sysselsetting i Norge. Konsekvensen av redusert verdiskapning fra olje og gass som følge av redusert leting og betydningen for norsk BNP er heller ikke tilstrekkelig belyst. Kraft fra land som utslippsreduserende tiltak i petroleumssektorenFor petroleumsnæringen anbefaler utvalget som hovedregel å unngå kraft fra land som utslippsreduserende tiltak, og vurderer dette opp mot knappe kraftressurser og ønske om å prioritere formål som er forenlig med et lavutslippssamfunn. I desember 2023 er det planlagte prosjekter i Statnetts «driftsmessig forsvarlige kø» (DF-kø) som til sammen har søkt om 12 160 MW. At en tilknytning er driftsmessig forsvarlig betyr at det ikke er behov for tiltak i transmisjonsnettet for at den forespurte kapasiteten kan knyttes til nettet.",Bedrift
Offshore Norge,"Øvrig industri står for 4149 MW og hydrogen/ammoniakk står for 4205 MW. De resterende søknadene tilhører datasentre, batteriproduksjon og nettselskaper. Det er en krevende øvelse å prioritere hvem som skal få tildelt kraft etter hva som er forenlig med et lavutslippssamfunn i 2050, særlig ettersom flere av aktørene som står i kø hos Statnett i dag har som formål å elektrifisere for å redusere utslipp eller bygge opp ny og grønn industri. Offshore Norge vil derfor anbefale at tildelingen av kraft skjer på et nøytralt grunnlag og basert på objektive kriterier, hvor det stilles strenge krav til modenhet i prosjektene og kostnadseffektivitet i forhold til å nå nasjonale klimamål. Dersom man skal følge anbefalingen fra utvalget for petroleumsnæringen om å unngå kraft fra land til elektrifisering, vil det medføre unødvendig store klimagassutslipp i lang tid framover. Elektrifisering med kraft fra land er det viktigste tiltaket for å få ned utslippene i petroleumssektoren på kort og mellomlang sikt. Petroleumsnæringen står for 25 % av Norges totale utslipp.",Bedrift
Offshore Norge,"• Myndighetene bør sørge for natur- og miljøundersøkelser, og ta en aktiv rolle når det kommer til forundersøkelser og kartlegging av natur for å sikre større forutsigbarhet for selskapene og raskere konsesjonsprosesser.• Det er nødvendig å legge til rette for kunnskapsinnhenting før åpning av nye områder, i utbyggings- og driftsfasen samt etter avslutning. Kunnskapen som bygges opp bør være åpen og lett tilgjengelig.• Det bør utformes tydelige rammeverk, ansvarsområder, standarder og søknadsprosesser for utbygging og drift av havvind i dialog med næringen tilpasset eksisterende internasjonale standarder og retningslinjer for å unngå norsk særregulering hvor mulig.",Bedrift
Offshore Norge,Norge er av landene som har best forutsetninger for å lykkes med CCS og produksjon av blått hydrogen. Vi har både lagringskapasitet for CO2 på norsk sokkel og kompetansen som skal til. For at norsk sokkel skal være et konkurransedyktig lagringssted for CO2 fra Norge og resten av Europa må det raskt bygges opp en storskala industri for CO2-håndtering i Norge. Vi mener at Norge må sørge for rammevilkår som vil gjøre det lønnsomt å realisere betydelig lagringskapasitet på norsk sokkel,Bedrift
Offshore Norge,"En produksjonsavgift vil kunne svekke norsk sokkels konkurransekraft, i tillegg til at det bryter med forurenser betaler-prinsippet. Forurenser betaler-prinsippet er godt forankret i og bærende i global klimapolitikk. Petroleumsnæringen stiller seg fullt bak dette prinsippet - både gjennom eksisterende CO2-avgift og deltakelse i EUs kvotesystem (EU ETS).",Bedrift
Opplysningskontoret for Egg og Kjøtt (OEK/MatPrat),"Man har ikke lagt til utslipp fra biprodukter av plantebasert matproduksjon som nå brukes som husdyrfôr. Ifølge forskere ved FNs mat- og landbruksorganisasjon (FAO) er rundt 86 % av fôringrediensene som husdyr inntar, ikke egnet for humant konsum (Mottet, 2017). Ved en reduksjon av antallet husdyr vil disse fôrråvarene sannsynligvis ikke bli nyttet i verdikjeden for matproduksjon, og dermed heller blir brutt ned og således avgi utslipp som må legges til i regnstykket når man kalkulerer potensiell utslippsreduksjon ved kjøttkutt (White, 2017). IPCC har egne beregningsfaktorer for dette (Intergovernmental Panel on Climate Change tier II emissions factors). I rapporten Klimautvalget 2050 står følgende: Analysen viser at i 2050 vil jordbruket kunne stå for om lag tre fjerdedeler av de gjenværende utslippene (s. 54).",Bedrift
