,text,label,prediction
210,Faglig klimaråd bør suppleres av et folkepanel med tilfeldig utvalgte innbyggere.,2,2
211,Argument 2: Kunstnere og kunst- og kulturaktører skal være uavhengige og ha mulighet til å ytre seg fritt og kritisk.,1,1
212,Advokatforeningen understreker videre at det bør etableres langsiktige politiske føringer om retningen i omstillingen som velges for å nå klimamålene. (The Bar Association emphasizes that long-term political guidelines on the direction of restructuring should be established to reach the climate goals.),0,0
213,"Wind turbines are polluting, with the risk of hydraulic fluid leakage and blade degradation, which contains harmful substances such as bisphenol A.",3,3
214,"Vi vil ha en mer effektiv bruk av bussresursene vi har, og vi tror at dette kan oppnås gjennom en bedre planlegging og drift av bussruta. Vi tror at det er viktig åtilfredsstille behovene til alle disse gruppene, og at dette kan oppnås gjennom en bedre utvikling av bussrutene i Rogaland.",5,5
215,"Gassen som vi selv kunne brukt til å drive plattformene med, blir i stedet eksportert og brent i andre land. Det ser fint ut i klimaregnskapet, men det er bare på papiret. Moder Jord bryr seg ikke om hvor gassen blir brent. Verdifull strøm som vi har bruk for på land, blir i stedet sendt ut til plattformene. The gas that we could have used to power our platforms is instead being exported and burned in other countries.', Mother Earth doesn't care where the gas is burned.",4,3
216,"Norske skoger tar opp 47 prosent av det samlede karbonutslippet, ifølge SSB. Norwegian forests absorb 47 percent of the total carbon emissions, according to SSB.",4,3
217,Stiavhengighet handler om valg. Valg tatt på et tidspunkt kan angi retningen for samfunnsutviklingen på en måte som påvirker hvilke valg som er tilgjengelige på et senere tidspunkt. NBS ser på stiavhengighet som et nyttig rammeverk for å understreke viktigheten av videreføring av kompetanse og kunnskap i norsk jordbruk.,0,0
218,Dette vil utvilsomt påvirke investeringsbeslutninger om karbonfangst. Avfall Norge ber partiene gå inn for å fjerne avgiften på avfallsforbrenning i sin helhet.,0,0
219,"Emissions from the aquaculture sector should be reduced, and since the largest emissions are related to imported feed, it should be encouraged to produce low-emission feed, preferably through the development of national/regional circular value chains.",1,1
220,Arbeidsgiverforeningen Spekter støtter utvalgets konklusjoner om at: \t+ Det er viktig å ha en rasjonell og effektiv behandling av asylsøknadene. \t+ Det er viktig å ta hensyn til flyktningene og deres rettigheter. \t+ Det er viktig å sikre at Norge får en bedre integrering av flyktninger. I hope this helps! Let me know if you have any further questions.,0,0
221,"NHO mener utvalgets grep med å vurdere hvilke utslipp som står igjen i 2050, når 90-95 prosent av utslippene er kuttet, bidrar til økt forståelse av omstillingen vi skal igjennom, og hva som trengs å gjøres. De fleste sektorer i Norge må da ha fjernet alle sine utslipp. Gjenstående utslippsbudsjett på 2,5-5 millioner tonn vil være fylt opp av jordbrukssektoren og utslipp fra norsk matproduksjon, dersom det ikke iverksettes kraftfulle tiltak også der. Gjenværende utslipp fra petroleumsvirksomheten vil avhenge av utviklingen i karbonpris og aktivitetsnivået på sokkelen fremover samt utviklingen av nye verdikjeder. Dette er igjen avhengig av etterspørselen etter olje og gass i europeisk industri og energiforsyning, og hvorvidt utslipp fra leting og produksjon, -samt drift av installasjoner og landanlegg, er fjernet ved bruk av elektrifisering (kraft fra land og havvind), CCS, og andre tiltak.",0,0
222,"Tog bruker svært lite energi sammenlignet med andre transportmidler for samme transportmengde. Moderne tog på elektrisk kraft gir nesten ingen klimagassutslipp. Overført trafikk fra fly, trailere og biler til moderne baner vil redusere energibruken innen samferdsel med flere TWh årlig og klimautslip\xadpene med flere millioner tonn CO2 -ekvivalenter årlig. Jernbane er også meget arealeffektiv. Dobbelt\xadsporet bane trenger bare halve bredden og har mangedoblet kapasitet i forhold til en firefelts motorvei.",5,5
223,"Økning av kraftproduksjonen fram mot 2050 kan være urealiserbar. Både jord, kulturlandskap, natur og fjernvirkninger fra anlegg må inngå i en slik dokumentasjon. It will be required in a democracy to show the public how much land will need to be cleared to achieve 390 TWh.",0,0
224,"Incentiver for brukte deler Klimautvalget mener Transportpolitikken må ses på som en del av utviklingen til en sirkulær økonomi Behovene for transport av varer og materialer for ombruk, gjenbruk og gjenvinning. Incentiver for brukte deler Klimautvalget mener Transportpolitikken må ses på som en del av utviklingen til en sirkulær økonomi Behovene for transport av varer og materialer for ombruk, gjenbruk og gjenvinning",0,0
225,This translates to Phasing out fossil fuels has broad support in the healthcare sector.,1,1
226,"Å foreslå å fase ut olje- og petroleumsvirksomheten, som Klimautvalget gjør, er etter Sola INPs mening uklokt og inkonsekvent.",4,3
227,En omstilling av energisystemet er helt nødvendig for å nå målene om lavutslippssamfunn. Å redusere mulighetene for å lagre og binde karbon er viktig.,1,1
228,Økt energieffektivisering sparer naturen for inngrep ifm. kraftproduksjon. Økt energieffektivisering er helt konfliktfritt. Økt støtte til energieffektivisering må prioriteres av virkemiddelapparatet. Støtten bør sikte til mest mulig spart energi per støttekrone.,2,0
229,Increasing the production of renewable energy to ensure access to sufficient energy to replace fossil energy. Krever sterkere tiltak for energieffektivisering.,5,5
230,"innovasjon er wichtig for næringslivets framtid omstilling er nødvendig i næringslivet teknologi spiller en viktig rolle både i innovasjon og omstilling små og mellomstore bedriftar er viktige for innovasjon vi skal ha ein total Awards for innovasjon og omstilling samarbeid mellom næringsliv, forskningsinstitusjoner og offentlig sektor er viktig for innovasjon grønn teknologi og bærekraftig utvikling har stor potential for innovasjon vi skal ha ein kontinuerlig utdanning og opplæring i innovasjon og omstilling intellektuell eiendomsrett er viktig for innovasjon regjeringens politikk og støtte er viktig for å fremme innovasjon og omstilling",0,0
231,"Ettårige planter har mest biomasse over jorda, flerårige lagrer mest i skudd, og røtter. Det lagres i jorda og i trevirke. Noe returneres ved forråtnelse av dødt plantemateriale. Nedbrytningen øker omfanget av organisk jord, som igjen øker det viktige mikrolivet i jordsmonnet og bidrar til bedre plantehelse.",3,3
232,Sektorvis forvaltning av ressursgrunnlaget drar oss i ulike retninger. I verste fall kan dette føre til feilslag i klimaarbeidet. Kravene i naturavtalen må innarbeides i lovverket. Sektorlover som kan ha betydning for omstillingen til lavutslippssamfunnet må gjennomgå «klimavask».,1,1
233,"Norges Fiskarlag agrees that more knowledge is needed about the uptake and storage of carbon in marine ecosystems, and that this knowledge should be incorporated into fisheries management.",0,0
234,"Norway has the second cleanest energy mix in the world, after Iceland.",4,3
235,"Bistandssamarbeidsland er viktige for Norge. Det er derfor viktig å fortsette å styrke klima-, miljø- og natursatsingen i bistanden.",6,5
236,"It employs many people. There is no compensation for the negative impacts of the industry. These consequences are being completely ignored. Here are the arguments in Norwegian, without paraphrasing or summarizing: Petroleumsverksemda er motoren i den norske økonomien. Den sørgjer for enorme inntekter til statskassen. Vi rett og slett ikkje har ein erstatning for. Det vert det altså sett heilt bort ifrå. Det er bekymringsfullt.",4,4
237,"Arealer er en begrenset ressurs. Fornybar energi er en betingelse for framtidens lavutslippssamfunn. Produksjon av fornybar energi betinger bruk av arealer. Arealbruk til produksjon av fornybar energi trenger ikke å ødelegge verdifull natur. Dette arealet brukes til i stor grad veier og annen infrastruktur for kommunikasjon, boliger, næringsbygg og fritidsbebyggelse.",1,1
238,Fondet skal finansieres av inntektene fra olje- og gassvirksomheten.,0,0
239,330 millioner tonn CO2 pr. år er 12% av EUs utslepp. Utan å ta oss betalt.,4,4
240,"The RCP8.5 scenario was used as the basis for the 'business-as-usual' scenario in the IPCC's Fifth Assessment Report (2013-2014). 'Den omfattende bruken av scenariet RCP8.5 ødelegger klimamålenes legitimitet. Klimapanelet kalte ikke scenariet for business-as-usual med unntak av ett tilfelle i AR5 Climate Change 2014: Impacts, Adaptation, and Vulnerability.",3,3
241,"Karbonprising er nevnt som et virkemiddel. For å sikre at viktige bærebjelker i matsystemet og samfunnet ikke forsvinner, bør også nytteverdi telle inn i regnskapet. Vi må sikre at vi produserer næringstett mat fremfor tomme kalorier. Videre må man sikre at en slik karbonprising ikke fører til at matjordarealer går ut av drift, eller at det oppstår målkonflikter med tanke på et aktivt landbruk over hele landet, beredskap eller selvforsyningsgrad.",2,2
242,"Gassen som vi selv kunne brukt til å drive plattformene med, blir i stedet eksportert og brent i andre land. Det ser fint ut i klimaregnskapet, men det er bare på papiret. Moder Jord bryr seg ikke om hvor gassen blir brent. Verdifull strøm som vi har bruk for på land, blir i stedet sendt ut til plattformene.', It looks good on paper, but it's just a shell game. 'Valuable electricity that we need on land is instead being sent to the platforms.",4,3
243,Norge har i dag mye hogstmodent tømmer stående. Det vil føre til lavere opptak i skog- og arealbrukssektoren på kort sikt.,0,0
244,"The label covers the entire product lifecycle, from raw materials and production to use, reuse, and waste. Choosing a product with the Svanemerket label contributes to solving the triple environmental crises and supports the goal of a low-carbon society. Merket dekker hele produktets livssyklus, fra råmaterialer og produksjon til bruk, gjenbruk og avfall. Å velge et produkt med Svanemerket bidrar til å løse de triple miljøkrisene og bygger opp under målet om lavutslippssamfunnet.",5,5
245,Vedtak til høringssvar.,1,1
246,Kostnadseffektiv omstilling: Organisationen를Argumenterer also for at en kostnadseffektiv omstilling vil gi større ressurser tilgjengelig til å løse andre presserende samfunnsoppgaver. Vindkraft på land: Organisationen argumenterer for at utbygging av vindkraft på land være den mest kostnadseffektive måten å legge til rette for ny kraftproduksjon i Norge.,2,2
247,"Klimautvalget har gitt gode, grundige anbefalinger som angår kommunens virksomhet både direkte og indirekte. Det må bli enklere å ta klimavennlige valg, både for næringslivet, privatpersoner og offentlig sektor. Virkemidlene må innrettes på en slik måte at stimulansen økes på en rettferdig måte, og at den største innsatsen gjøres på de mest effektive tiltakene.",1,1
248,"It looks good on paper, but it doesn't matter to Mother Earth where the gas is burned. Here's the output in Norwegian: 'Det ser fint ut i klimaregnskapet, men det er bare på papiret. Verdifull strøm som vi har bruk for på land, blir i stedet sendt ut til plattformene.",3,3
249,It is not given that there will be enough quotas available in the future or at a reasonable price. Implementing emissions-reducing measures to reach near-zero emissions in 2050 is important not only for Norway but also from a global perspective.,2,2
250,Reint beredskapsmessig vert også samfunnet meir sårbart når alt er avhengig av elektrisitet. Relying only on electricity makes society more vulnerable. Relying only on electricity,4,4
251,The reason for this focus is the belief that CO2 emissions contribute to global warming. Rapporten har fokus på utslippsreduksjon av CO2.,3,3
252,"Dette vil få en dramatisk effekt på økonomien. Utvalget bare viser til at det ikke er deres mandat. Det å peke på en rekke tiltak som får store konsekvenser, og samtidig utelate konsekvensanalyser, holder ikke. In English translation: The report lacks comprehensive economic and societal impact assessments. Pointing to a number of measures that will have significant consequences while ignoring impact assessments is not valid.",4,3
253,Utvalet skal vurdere måloppnåing og nytte i høve til den samfunnsøkonomiske kostnaden. Dette er ikke i tråd med mandatet.,1,1
254,"The animal products produced by Norwegian farmers are of world-class quality, sustainability, and animal welfare.",2,2
255,"Fylkeskommunen støtter utvalgets anbefaling om å styrke og utvikle kunnskapsgrunnlaget, beregninger og statistikk om forbruksbaserte utslipp og sirkulær økonomi. Akershus fylkeskommune støtter også utvalgets forslag om å utarbeide klimamål for utslipp og opptak fra skog- og arealbrukssektoren. Nasjonale mål om forbruk, energi og mål for areal- og skogbrukssektoren må imidlertid kunne følges opp på lokalt og regionalt nivå. Det vil være behov for å styrke og utvikle datagrunnlag, statistikk og felles indikatorer som kan brukes av kommuner og fylkeskommuner. Oppdatering i datagrunnlag bør komme årlig. EU har flere verktøy for kommuner og fylkeskommuner som er lite tilgjengelig for norske aktører per dags dato. Det finnes ikke offisiell norsk energistatistikk fordelt på kommunenivå, og den norske kommunefordelte klimastatistikken skiller seg på flere områder fra kommunefordelt klimastatistikk som brukes i EU.",1,1
256,It employs many people. There is no replacement for the revenue generated by the petroleum industry. The importance of the petroleum industry is being completely ignored. Petroleumsvirksomheten er motoren i den norske økonomien. Den sørger for enorme inntekter til statskassen. Det vil få enorme konsekvenser for samfunnet. Det blir det altså sett helt bort fra.,3,3
257,"Virkningene av klimaendringene er langsiktige (The effects of climate change are long-term)', Situasjonen kan bli svært alvorlig for dagens barn og fremtidige generasjoner (The situation can become very serious for today's children and future generations) Barneombudet henviser til Grunnloven § 104 annet ledd og FNs barnekonvensjon artikkel 3 (The Children's Ombudsman refers to the Norwegian Constitution, Article 104, and the UN Convention on the Rights of the Child, Article 3)",1,1
258,"Norwegian: Olje- og gassindustrien er i ferd med å stadig downtune produksjonen, det er derfor nødvendig å utvikle nye industrier for å ta over ettererte. Norwegian: Overgangen til fornybar energi er nødvendig for å combatre klimaendringene og sikre en bærekraftig fremtid. Norwegian: Norsk sektor har potensialet til å bli en hub for fornybar energiproduksjon, spesielt vindkraft og havenergi. Norwegian: Regjeringens ambisjon er å fremme utviklingen av nye industrier på kontinentalsokkelen, deriblant vindkraft, havenergi og karbonfangst og -lagring. Norwegian: Utviklingen av nye industrier på kontinentalsokkelen kan skape nye jobber og økonomisk vekst for regionen. Norwegian: Overgangen til fornybar energi og utviklingen av nye industrier på kontinentalsokkelen vil kreve",0,0
259,"Økt og endret virkemiddelapparat for sirkulær omstilling (som også utløser lavutslippsomstilling) Bør derfor ses på som et minimum for å utløse omstilling som feier for egen dør, ikke som en del av et “kappløp”.",0,0
260,Eksempler på dette er: b. Manglende tydelighet i plan- og bygningsloven knyttet til adgangen til å gi klimakrav i arealplaner og reguleringsplaner. Kommunens arbeid for å endre dette tar tid og ressurser som går på bekostning av annen utvikling av klimatiltak.,1,1
261,Våre viktigste innspill og synspunkter er: Det behovs en klar og tydelig definisjon av hva slags trusler som skal inkluderes i farevarslingssystemet. Det er nødvendig med en mer systematisk og strukturert tilnærming til risikovurdering og -håndtering for å sikre at alle Typer trusler tas hånd om på en consistent og effektiv måte. Det behovs en klar kommunikasjonsstrategi for å sikre at informasjon om trusler og tiltakaqu noch providesning til alle berørte parter på en effektiv og áovieash pic vis. Det behovs en kontinuitetsplan for å sikre at farevarslingssystemet stadig evalueres og forbedres for å kunne møte fremtidige utfordringer.,0,0
262,YS støtter utvalgets anbefaling om at det er nødvendig med en mer sirkulær økonomi.,0,0
263,Samfunnsbedriftene er enig med Klimautvalget Det er behov for tydelige mål for hvordan den norske utslippsutviklingen skal være frem mot 2050. There is a need for clear targets for how the Norwegian emissions development should be by 2050.,0,0
264,"Energi som vi trenger til andre ting blir sløst vekk til å elektrifisere bil- og båttrafikk, samt sokkelen.",4,3
265,Arealpolitikken må bidra til bevaring av naturens karbonlagre. (Areal politics must contribute to the preservation of nature's carbon sinks.) 'The loss of nature must be limited.,1,1
266,Luftfarten er arealeffektiv. Det vil også være en transportform som unngår omfattende nye naturinngrep i tynt trafikkerte transportkorridorer. Omfattende utbygging av vei- og jernbaneinfrastruktur ville skapt.,0,0
267,Sette strengere krav til bruk av sprengstoff i åpent brudd,3,0
268,"Å bygge nytt, bør man bygge så konkurransedyktig som mulig, av hensyn til både klima og miljø, marked og inntektspotensial/økonomi. Mest mulig overført trafikk, vil gi størst mulig klima-, miljø- og samfunnseffekt. Baner for høy fart har jo større svingradius enn baner for lav fart, men konsekvensen er svært ofte at en velger mer tunnel og tilsvarende redusert arealbehov.",5,5
269,"å vri virkemidlene i grønn retning for næringslivet, jordbruk, forbruk og energi å bruke skattesystemet omfordelende fra de som har best økonomisk og sosial evne til å klare en kostnadskrevende omstilling til de som har dårligst forutsetninger",4,0
270,"Av utslippene i 2021 på 49,2 millioner tonn CO2-ekvivalenter, var om lag 33 millioner tonn, eller mer enn 65 prosent, CO2 fra forbrenning av fossil energi i blant annet transport, på sokkelen og i industrien. Elektrifisering er hovedgrepet for å fjerne disse utslippene. Over halvparten av utslippene i 2021 blir redusert eller fjernet til 2050 i utvalgets analyse ved bruk av elektrisk kraft. Kraft er derfor en ressurs det vil være høy etterspørsel etter.",0,0
271,Norge er avhengig av fortsatt tett samarbeid med EU om klimapolitikken. I hope this helps! Let me know if you have any further questions.,0,0
272,Det er en del av et grønt skifte. Direkte kostnader i form av skatter og avgifter.,0,0
273,The BAE sector's responsibility and opportunities for reducing greenhouse gas emissions are mentioned indirectly through the potential for energy efficiency in buildings.,0,0
274,Stavanger kommune ønsker insentiver for utslippsreduserende tiltak innen eksisterende drift i olje- og gassvirksomhet. Gassturbiner står for 80% av næringens utslipp og 20% av Norges samlede utslipp. Effektivisering av eksisterende gassturbiner vil derfor ha betydelig effekt på Norges samlede klimagassutslipp.,1,1
275,"A strong goal-setting, anchored in the law, that unites these, is supported as an overarching organization and must include all affected sectors. Det er helt nødvendig med et tett samspill mellom aktørene og det offentlige for å lykkes. En sterk målstyring, forankret i loven, som forener disse, støttes som en overordnet organisering og må omfatte alle berørte sektorer.",2,2
276,"Det finst ikkje gode grunnar for å bruke dei summane vi pr. dags dato bruker for å redusere små utslepp til null. Utslippskutt må foretas der det monnar mest og ein får mykje for pengane, noko som heng betre saman med desse begrepa.",4,4
277,Det er realistisk (It is realistic) Nødvendig (Necessary),0,5
278,"Forslag fremmet av Joakim Ekseth (H) Vedtatt med 45 stemmer avgitt av 18 AP, 10 H, 1 KrF, 2 MdG, 2 PP, 10 SP, 2 INP De som stemte imot; 5 FrP, 2 R, 2 SV, 2 V",1,1
279,"Increases or decreases in remote sensing-based vegetation greenness are referred to as greening or browning Global browning signals due to drought stress have been widely reported Global greening was present (trend between 3.1–6.4 ×10−3 m2 m−2 yr−1) and continued (growth rate trend between 3.3–6.4 ×10−4 m2 m−2 yr−2) during 2001–2020 Browning acceleration occurred in only 7.28% of the globe Drought trend did not necessarily trigger vegetation browning, but slowed down the rate of greening.",3,3
280,Kulde dreper flere mennesker i verden enn varme. Høyere CO2-innhold vil gi en grønnere klode.,3,3
281,"Hjelpe til å bygge opp effektive og inkluderende mat- och næringskjeder i utviklingsland, med stor vekt på å sikre at mat produseres og distribuert på bærekraftig vis. Støtte forskning og utvikling av nye teknologier og metoder for bærekraftig matproduksjon og distribusjon, og bidra til å spre kunnskap og innovasjon til utviklingslandene. I Additionally, the strategy includes: Supporting the development of sustainable and inclusive food systems in developing countries, with a focus on ensuring that food is produced and distributed sustainably. Supporting research and development of new technologies and methods for sustainable food production and distribution, and sharing knowledge and innovation with developing countries.",2,2
282,"Utvalget anbefaler at det bør satses på direkte elektrifisering så langt som mulig, og ikke energikrevende drivstoff som hydrogen eller biodrivstoff. YS ønsker å legge til at om vi skal lykkes med elektrifisering av lufttransporten, må det på plass gode incentivordninger.",0,0
283,"Long-term and transparent systems can provide greater predictability for companies such as Hafslund, which can be positive for our investments. A strengthened governance system should be established in a way that allows for both network development, energy savings, and the construction of new renewable energy production, to the extent that climate targets can be met.",2,2
284,"It is good, but not enough. Investing in education and competence development for active workers, as well as establishing a competence fund (similar to the Hurdalsplatform) for lifelong learning, is crucial. These measures will contribute well alongside inter-municipal solutions for more attractive competence environments and better recruitment opportunities.",0,0
285,Thema Consulting har analysert potensialet for havvind i den norske delen av Nordsjøen frem mot 2050. En slik satsning vil ifølge analysene gi grunnlag for en stor norsk havvindindustri. En slik industri kan gi 80 mrd i årlig verdiskaping. Et stort hjemmemarked som leverandørindustrien kan bygge seg opp i.,2,2
286,"Klimamålet for 2050 er nedfelt i klimaloven – lov om klimamål av juni 2017 – som ble vedtatt med støtte fra nesten alle partiene i Stortinget i forlengelsen av det såkalte klimaforliket i Stortinget fra 2012, jf. Prop.77L (2016-2017).",0,0
287,Vi er godt i gang (We are well underway) Klimamål som kan oppfylles (Climate goals that can be fulfilled),3,3
288,"The calculation does not include CO2 emissions associated with construction, operation, dismantling, and waste management.",3,3
289,Klima- og næringspolitikken må dra i samme retning. CO2-kompensasjonsordningen er et grunnleggende virkemiddel for å oppnå dette. Ordningen bør gjøres betinget av at støttemottakerne benytter deler av støtten til utslippsreduserende tiltak. Svekkelsen i ordningen de to siste årene har fjernet forutsigbarheten på en måte som gjør Norge et langt mindre attraktivt land for store investeringer i klimateknologi.,0,0
290,"Forholdet mellom priser på nye varer, ombruk og reparasjoner av brukte varer Krevende å gjøre konsumet i Norge mer sirkulært",2,2
291,"Ikke start opp havvind. Helt unødvendig når 1 og 2 er gjort!', Don't start the wave farm. 'I hope this helps! Let me know if you have any other questions.",3,3
292,Utvinning av fossilt brennstoff har konsekvenser for barns rettigheter. Staten skal legge avgjørende vekt på hva som vil være til barnets beste.,5,5
293,Tiltakene rettet mot petroleumssektoren vil koste samfunnet. Tiltak overfor petroleumssektoren bør derfor utredes ytterligere. Measures targeting the petroleum sector will cost society. Measures against the petroleum sector should therefore be further investigated.,1,5
294,"Veterinærinstituttet er Norges ledende kunnskapsleverandør for nasjonal beredskap innen fiskehelse, dyrehelse, dyrevelferd, samt fôr- og mattrygghet. Våre kjerneaktiviteter er forskning, innovasjon, overvåking, risikovurdering, rådgiving og formidling og kunnskapsstøtte i tillegg til diagnostikk. Vårt innspill vil primært fokusere på kapittel 7 Matsystemet.",1,1
295,Klimautvalget har lyktes godt med å se klima og natur i sammenheng. Vi støtter høringssvaret fra Norsk institutt for naturforskning (NINA).,0,0
296,Norge kan bli et lavutslippssamfunn i 2050. Klimagassene som ikke er innkludert i definitionen av et lavutslippssamfunn er hydrogendioksid (H2O). Kjemisk likevekt vil bli opprettholdt.,3,3
297,Det internasjonale atomenergibyrået (IAEA) beskriver at det tar 10 – 15 år å etablere kjernekraft i et land helt uten lovverk og erfaring innen kjernekraft.,2,2
298,"Det er viktig å ikke bare kreve inn en karbonpris, men også gi støtte til teknologiutvikling og -implementering. Støtte til innføring av ny teknologi og infrastruktur kan komme inn, sammen med utviklingskontrakter og andre virkemidler i offentlige innkjøp.",0,0
299,Uten at vi forlenger det fossile?,5,5
300,"Kjernekraft er den energiformen som krever minst areal per energienhet produsert. In Norwegian, this would be: Kjernekraft er den energiformen som krever minst areal per energienhet produsert.",0,0
301,"Verdens økonomiske aktiviteter legger beslag på stadig større landarealer og knappe naturressurser. Vi må derfor bevege oss i retning av et mer bærekraftig forbruksmønster hvor vi beholder ressursene i kretsløpet så lenge som mulig, samtidig som vi sikrer ny verdiskaping. Omstilling i retning av en mer sirkulær økonomi vil dempe presset på knappe naturressurser og sårbare økosystemer, og bremse tapet av naturmangfold. EU har som mål å redusere ressursforbruk og doble sirkulær materialbruk i det kommende tiåret. Arbeidet får betydning for Norge gjennom EØS-avtalen. Nye produktkrav og reguleringer vil skape nye markeder og verdikjeder, og gjøre det mer lønnsomt å skape varige og bærekraftige produkter.",0,0
302,"Målet for transportpolitikken er et effektivt, miljøvennlig og trygt transportsystem i hele landet i 2050. De ulike transportformene har ulike fortrinn og spiller derfor ulike roller for å skape tilgjengelighet, i ulike deler av landet. UFF-rammeverket på nasjonalt nivå i Norge kan bli noe unyansert da det en rekke steder ikke eksisterer alternativer til luftfart innenfor rimelig tids- og ressursbruk. I et land som Norge bør fokus på overordnet nivå derfor være å utnytte fortrinnene til de ulike transportformene alene eller som et sammenhengende system, både med dagens teknologi og fremtidig teknologisk handlingsrom, fremfor hvilken transportform som skal prioriteres eller unngås. For eksempel er det i Sverige satt i gang en utredning hvor en skal se nærmere på mulighetene for å innlemme null- og lavutslippsluftfartøy som del av kollektivtrafikken i Nord-Sverige, som et supplement til landbasert kollektivtrafikk og lettere godstransport. For å skape forutsigbarhet for markedet og gi enda sterkere insentiver til klimavennlige og lønnsomme investeringer også i luftfarten, mener Avinor disse aspektene bør komme tydeligere til uttrykk i kommunikasjonen rundt UFF-rammeverket og utviklingen av fremtidens bærekraftige transportsystem.",2,2
303,Vi trenger å starte arbeidet med omstillingen nå.,0,0
304,"Regelverket er et hinder for å gå fra pilot til en ny hverdag. Kravet skal utformes slik at de kan justeres ettersom man høster erfaring og ny kunnskap og teknologi kommer til. Større ikke-søknadspliktige endringer/ombygginger med tilhørende løst inventar bør underlegges krav om ombrukskartlegging, og inkluderes i klimaregnskapet.",0,0
